name	sample1	sample2	sample3	sample4	sample5	sample6	avgCONTROL	avgTRT
BATF2	1.98818	2.76905	2.70923	3.1213	3.23677	4.13201	2.48882	3.496693333333333
BATF3	1.80251	1.90487	2.19982	1.2051	1.10742	1.40261	1.9690666666666665	1.2383766666666667
BAX	46.9464	50.9569	49.7506	53.0411	47.941	47.2731	49.21796666666666	49.4184
BAZ1A	18.5457	17.3877	16.8397	20.7862	19.613	19.5819	17.591033333333332	19.9937
BAZ1B	48.8627	47.7953	50.4406	48.4469	50.2292	50.6069	49.032866666666656	49.760999999999996
BAZ2A	22.7567	22.2129	23.0174	24.1044	25.4799	26.2641	22.662333333333333	25.282799999999998
BBC3	30.1075	35.2861	25.0236	14.5916	14.8944	16.7556	30.139066666666665	15.413866666666665
BBIP1	10.809	10.7926	9.76333	5.46359	5.31236	6.01905	10.454976666666665	5.598333333333334
BBOX1-AS1	2.88885	2.89337	1.80945	2.13834	3.00748	2.29515	2.530556666666667	2.480323333333333
BBS1	5.1289	5.65553	5.71635	3.35949	3.25134	3.12336	5.50026	3.24473
BBS10	4.70465	4.13599	4.76834	5.42781	5.16379	5.99228	4.536326666666667	5.52796
BBS12	2.15113	1.62299	2.03053	2.6975	2.31063	2.2962	1.9348833333333335	2.4347766666666666
BBS2	5.77732	5.60179	5.81252	5.86326	5.513	5.53527	5.730543333333333	5.637176666666666
BBS4	26.2539	25.4134	21.8927	17.5091	18.0208	18.7682	24.52	18.099366666666665
BBS5	5.57421	5.57959	5.353	4.72915	5.25498	6.00278	5.502266666666666	5.32897
BBS7	7.63274	6.75779	7.58269	6.91767	6.39837	6.68634	7.324406666666667	6.667460000000001
BBX	2.75201	2.52613	2.75565	2.32527	2.4465	3.00047	2.67793	2.5907466666666665
BCAN	2.77072	2.6536	3.3243	3.30053	3.72062	4.31459	2.916206666666666	3.7785800000000003
BCAP29	24.8935	22.7732	21.9934	19.9648	17.7614	17.632	23.220033333333333	18.45273333333333
BCAP31	146.403	157.302	136.492	141.844	148.75	143.651	146.73233333333334	144.74833333333333
BCAR1	10.7033	12.928	11.9075	12.7343	13.1423	14.1341	11.846266666666667	13.3369
BCAR3	0.951052	1.12817	0.765228	1.35484	1.21287	0.945861	0.9481499999999999	1.1711903333333333
BCAS1	0.785946	1.09191	1.07494	1.73009	1.3976	1.27819	0.9842653333333334	1.4686266666666665
BCAS2	77.5783	70.6921	66.8245	67.3161	60.3204	58.6198	71.6983	62.085433333333334
BCAS3	3.42795	3.86012	4.24343	1.02763	1.33201	0.986602	3.843833333333334	1.115414
BCAT1	38.6428	34.0168	35.6454	18.9098	20.0576	21.6378	36.10166666666667	20.201733333333333
BCAT2	29.533	31.5889	27.4765	27.4539	27.1385	31.8055	29.532799999999998	28.7993
BCCIP	90.5394	84.2579	79.523	106.209	99.0036	92.2064	84.77343333333333	99.13966666666666
BCDIN3D	3.93733	3.87849	3.71138	3.71465	4.00549	3.91559	3.8424	3.878576666666666
BCKDHA	35.5073	38.7617	37.4714	20.8583	20.087	22.7724	37.2468	21.239233333333335
BCKDHB	6.13075	6.64733	6.64947	4.72123	5.09382	6.47302	6.47585	5.429356666666666
BCKDK	13.9732	13.8997	14.6298	17.1813	17.9539	17.4475	14.167566666666668	17.52756666666667
BCL10	6.3861	6.1147	6.30088	6.21824	5.65567	6.33966	6.267226666666667	6.071189999999999
BCL2L1	80.1347	80.7413	85.9141	69.4727	74.993	80.4961	82.26336666666667	74.98726666666666
BCL2L11	10.2405	12.2968	12.8939	9.26684	9.67985	8.22419	11.810400000000001	9.05696
BCL2L12	54.9653	57.1398	53.7282	57.978	63.1083	59.189	55.27776666666667	60.091766666666665
BCL2L13	28.0645	26.627	23.7322	24.2085	23.1362	23.9442	26.141233333333332	23.762966666666667
BCL2L2	9.65552	9.18995	10.5302	9.33991	10.161	10.5189	9.79189	10.006603333333333
BCL2L2-PABPN1	73.5018	69.8968	72.9784	55.2442	65.6065	59.9064	72.12566666666666	60.25236666666666
BCL3	1.27934	1.50551	1.84461	1.18337	0.873976	1.27873	1.5431533333333334	1.1120253333333332
BCL6	1.74959	1.58188	1.5015	1.50362	1.81425	2.11819	1.61099	1.8120199999999997
BCL6B	1.1496	0.680173	0.944422	1.09073	1.10943	1.30519	0.9247316666666666	1.16845
BCL7A	11.9901	13.3221	12.6072	7.76869	9.58765	8.18419	12.639800000000001	8.513509999999998
BCL7B	62.2575	65.1455	62.699	67.2736	62.0474	62.3494	63.36733333333333	63.89013333333333
BCL7C	75.255	82.8794	72.3685	59.6344	51.8693	57.9183	76.8343	56.47400000000001
BCL9	2.4429	2.43097	2.42204	1.29031	1.76458	1.65876	2.43197	1.5712166666666667
BCL9L	3.78844	3.97332	4.96318	4.40045	4.70975	4.74151	4.241646666666667	4.617236666666666
BCLAF1	67.5021	63.7837	61.8118	52.028	49.3742	46.167	64.36586666666666	49.18973333333333
BCOR	62.9131	62.4695	64.0469	41.3574	46.7143	47.6636	63.143166666666666	45.2451
BCORL1	5.41277	5.03092	5.58151	7.16154	7.01345	7.84567	5.341733333333333	7.3402199999999995
BCR	13.8308	14.3798	15.8026	18.9723	19.6193	20.4513	14.671066666666666	19.680966666666666
BCS1L	19.7165	19.8923	16.5151	16.6052	18.0312	17.0529	18.707966666666668	17.229766666666666
BCYRN1	445.065	458.239	624.186	1501.85	1291.18	1393.65	509.16333333333336	1395.5600000000002
BDH2	3.2925	3.41664	2.56703	2.14239	2.05492	2.21109	3.0920566666666667	2.1361333333333334
BDP1	7.66978	6.52541	7.33176	7.64078	8.27569	7.62802	7.17565	7.848163333333333
BECN1	36.096	34.5659	33.3192	29.8279	27.7155	26.2104	34.66036666666667	27.917933333333334
BEND3	2.17572	2.37815	2.62426	2.27112	2.48013	2.27687	2.3927099999999997	2.3427066666666665
BEND3P3	1.17666	1.09775	1.38517	0.963872	1.09169	1.04774	1.21986	1.034434
BEND7	3.20398	2.94712	3.48943	3.44451	4.22852	4.70379	3.21351	4.125606666666666
BEST1	1.98774	2.16067	3.11448	0.744682	0.825584	0.917438	2.4209633333333334	0.8292346666666667
BET1	17.2243	15.3676	15.2311	9.13994	8.37705	9.51745	15.940999999999997	9.01148
BET1L	34.5615	39.1727	41.3773	32.9507	34.8382	34.4228	38.3705	34.07056666666667
BEX2	68.9809	80.866	77.1195	10.1011	9.75412	10.7317	75.65546666666667	10.195640000000001
BEX4	249.379	248.538	240.125	172.304	165.839	176.43	246.014	171.52433333333337
BEX5	3.6573	3.6161	3.4225	0.532455	1.03835	0.877421	3.5653	0.8160753333333334
BFAR	18.0311	17.6441	17.6165	17.2798	17.0933	17.0739	17.763900000000003	17.149
BGLT3	15.0248	15.7277	14.177	22.6305	24.0619	21.422	14.976500000000001	22.704800000000002
BHLHA15	2.51279	3.18854	3.42853	1.18422	0.838561	1.06376	3.043286666666667	1.028847
BHLHB9	1.11373	1.3905	1.18407	1.05454	0.912385	0.917139	1.2294333333333334	0.9613546666666667
BHLHE40	43.5428	45.6298	50.6016	65.243	73.5678	70.9213	46.5914	69.9107
BHMG1	1.7217	1.8696	1.72856	0.974122	0.937287	0.977239	1.7732866666666667	0.9628826666666667
BICD1	1.69284	1.56813	1.9414	2.05611	1.7126	1.85159	1.7341233333333335	1.873433333333333
BICD2	7.78948	7.75386	8.63465	9.27521	9.16892	8.78439	8.059330000000001	9.076173333333335
BID	34.6831	34.0025	31.5537	38.1229	39.089	37.6683	33.41309999999999	38.2934
BIN3	23.9436	27.2796	28.0938	25.2061	25.7897	26.6956	26.439000000000004	25.897133333333333
BIRC2	17.9576	16.3503	16.7735	15.9055	15.7365	16.2763	17.027133333333335	15.972766666666667
BIRC5	72.985	74.9334	68.9484	72.9176	69.2724	72.1167	72.28893333333333	71.43556666666666
BIRC6	7.97398	7.36984	8.60504	8.66506	9.86249	9.74911	7.9829533333333345	9.425553333333333
BISPR	6.39452	7.14851	7.28425	6.21364	5.65838	5.9417	6.942426666666667	5.937906666666667
BIVM	6.07872	5.24312	5.88734	6.06737	6.4367	7.00545	5.736393333333333	6.503173333333334
BIVM-ERCC5	3.74552	4.84429	4.74638	3.46299	3.41393	3.15973	4.445396666666666	3.34555
BLACAT1	1.31998	1.45431	1.04078	2.87711	2.86057	2.38098	1.2716899999999998	2.70622
BLCAP	22.4477	22.8742	20.1609	20.1503	19.3967	19.4133	21.8276	19.653433333333332
BLM	19.2064	19.7087	19.6869	19.1583	21.3307	20.2347	19.534	20.241233333333337
BLMH	48.9086	49.1032	48.6041	58.0171	56.8671	58.3789	48.87196666666667	57.75436666666667
BLOC1S1	90.6545	96.4088	82.7688	75.2718	76.7488	66.6458	89.94403333333332	72.8888
BLOC1S1-RDH5	1.38983	1.47878	1.34414	1.25935	1.355	1.71735	1.40425	1.4439
BLOC1S2	19.0336	19.6378	18.1079	17.5644	16.3521	16.0145	18.926433333333332	16.643666666666665
BLOC1S3	9.09019	9.08929	9.34971	5.41548	5.83267	6.49014	9.176396666666667	5.912763333333333
BLOC1S4	17.8793	20.3219	21.8146	22.8283	22.9582	23.2513	20.005266666666667	23.012600000000003
BLOC1S5	16.9124	15.3087	15.6058	17.9756	17.3844	16.0083	15.942300000000001	17.122766666666667
BLOC1S6	29.8757	26.3974	27.8891	24.6799	25.6857	26.3491	28.054066666666667	25.571566666666666
BLVRA	48.8936	50.6774	49.1512	55.9534	54.6841	52.3202	49.57406666666666	54.31923333333333
BLVRB	463.6	501.327	479.375	637.17	561.767	522.941	481.434	573.9593333333333
BLZF1	11.7086	10.2449	11.3733	11.0147	10.263	10.1611	11.108933333333333	10.4796
BMI1	40.5143	41.1748	37.8204	36.5545	38.6875	36.6546	39.8365	37.29886666666666
BMP1	9.04691	8.80835	11.4866	8.42315	8.9911	9.72107	9.78062	9.045106666666667
BMP2K	46.596	40.2625	43.0745	47.6353	49.8102	43.7728	43.311	47.072766666666666
BMPR1A	7.49181	7.65369	6.79834	5.89009	6.71498	6.473	7.314613333333334	6.359356666666667
BMPR2	1.39442	1.24761	1.30581	1.34849	1.26206	1.25007	1.3159466666666668	1.2868733333333333
BMS1	16.4891	15.9744	16.3066	24.7394	24.6536	24.1988	16.2567	24.530600000000003
BMS1P20	12.2832	10.8206	11.2521	11.4457	12.1839	10.9518	11.451966666666666	11.527133333333333
BMS1P4	5.83276	5.37189	6.41779	5.37456	6.74184	5.99237	5.874146666666667	6.036256666666667
BMX	1.60889	2.16742	1.3281	1.2656	1.44995	1.16194	1.7014699999999998	1.2924966666666668
BNIP1	17.0519	15.5294	14.1329	16.2149	15.897	14.8334	15.571399999999999	15.648433333333331
BNIP2	39.3099	37.9618	34.8558	31.3531	34.0557	32.019	37.37583333333333	32.47593333333333
BNIP3	29.2612	30.4453	28.3043	30.4354	27.3269	25.4621	29.336933333333334	27.741466666666668
BNIP3L	25.7176	27.2202	29.6269	26.4773	24.8198	27.1508	27.52156666666666	26.1493
BOD1	10.0479	8.9299	8.6092	8.20234	8.439	8.5074	9.195666666666668	8.382913333333333
BOD1L1	7.71528	7.3261	7.92604	6.39278	6.89425	6.58586	7.655806666666667	6.624296666666667
BOK	1.65314	2.35774	2.19119	3.69564	4.18281	3.2042	2.067356666666667	3.694216666666667
BOLA1	0.172689	0.232834	0.210776	0.837922	1.56927	1.43124	0.205433	1.2794773333333334
BOLA3	212.031	214.296	187.335	217.688	184.764	187.842	204.554	196.76466666666667
BOLA3-AS1	3.42024	3.45586	3.20431	4.48443	4.32182	4.44215	3.360136666666667	4.416133333333333
BOP1	61.0849	62.0407	53.681	81.7445	74.486	69.1539	58.93553333333333	75.12813333333334
BORA	9.52552	8.71037	8.34868	8.04885	7.55829	7.39008	8.861523333333333	7.6657400000000004
BPGM	15.9802	15.3234	15.2528	15.944	16.7145	16.9953	15.518799999999999	16.551266666666667
BPHL	5.04237	4.76929	5.04565	4.35717	5.24746	5.38921	4.952436666666666	4.9979466666666665
BPNT1	18.2463	16.6617	14.0534	18.3703	18.4295	18.5921	16.320466666666665	18.463966666666668
BPTF	11.5097	10.1005	11.8292	12.767	13.1858	13.6887	11.146466666666667	13.213833333333334
BRAF	8.48019	7.99299	8.14782	8.30369	9.33819	9.22547	8.206999999999999	8.955783333333335
BRAP	15.3694	15.2347	16.1901	16.1617	15.659	15.6817	15.598066666666668	15.834133333333334
BRAT1	19.7724	20.015	18.0054	22.5926	22.1167	22.166	19.264266666666668	22.291766666666664
BRCA1	28.4237	25.6587	28.0175	16.9138	17.4402	18.3545	27.36663333333333	17.5695
BRCA2	3.25347	2.85073	3.52784	3.35035	3.14173	3.18044	3.21068	3.224173333333333
BRCC3	11.1752	10.1096	10.7402	7.82969	9.28721	8.15908	10.674999999999999	8.425326666666667
BRD1	8.55483	9.41398	8.75994	8.2885	7.97503	8.82581	8.909583333333334	8.363113333333335
BRD2	111.356	112.252	111.564	112.573	115.606	110.271	111.724	112.81666666666666
BRD3	5.60009	5.55197	5.66307	5.46827	5.27551	5.65343	5.605043333333334	5.465736666666667
BRD4	30.4397	30.5391	28.3553	24.0539	23.6029	23.5499	29.778033333333337	23.73556666666667
BRD7	50.2264	50.9713	51.0087	40.7786	42.282	41.6264	50.73546666666667	41.56233333333333
BRD8	40.5714	38.7833	37.1504	43.3627	45.9587	41.7937	38.835033333333335	43.705033333333326
BRD9	22.4006	22.9643	23.0569	24.3353	23.3811	24.0583	22.807266666666667	23.924899999999997
BRE	20.2981	19.3722	21.2639	15.5954	16.0307	15.8216	20.3114	15.8159
BRF1	7.68685	8.68973	8.46017	10.9649	10.2361	9.95033	8.278916666666667	10.383776666666668
BRF2	12.8523	11.6986	12.8957	12.6099	12.6004	11.0459	12.482199999999999	12.0854
BRI3	26.572	26.5474	26.5237	20.7831	23.2972	24.0982	26.547700000000003	22.726166666666668
BRI3BP	5.19154	4.73107	6.11635	8.90398	8.96064	9.13765	5.3463199999999995	9.000756666666668
BRICD5	3.39466	3.40191	2.79916	3.80439	3.80695	3.72222	3.1985766666666664	3.7778533333333333
BRIP1	7.34325	6.85784	7.22903	7.37223	7.04245	7.12734	7.143373333333334	7.180673333333334
BRIX1	105.06	98.6351	98.6018	131.513	125.416	117.839	100.76563333333333	124.92266666666666
BRK1	168.277	175.052	166.467	160.76	152.252	140.747	169.932	151.25300000000001
BRMS1	38.0617	40.347	37.8219	41.6633	34.6033	37.7742	38.74353333333334	38.0136
BRMS1L	2.31618	2.66131	2.32808	3.24717	2.69413	2.7115	2.43519	2.8842666666666665
BROX	21.6422	22.1359	19.4119	18.4635	18.475	17.7607	21.063333333333333	18.23306666666667
BRPF1	19.6799	20.6682	20.4325	19.6831	19.2048	18.855	20.2602	19.247633333333336
BRPF3	12.9236	12.6057	12.3536	13.0515	12.9692	12.3955	12.627633333333334	12.8054
BRSK1	5.19258	5.57959	5.47649	2.8292	2.74234	3.43386	5.41622	3.0018000000000007
BRWD1	19.1162	18.4489	17.6088	12.525	14.4162	14.8134	18.3913	13.9182
BRWD1-IT2	0.612075	0.952239	0.80443	1.02759	1.65911	0.924262	0.7895813333333334	1.203654
BRWD3	1.54503	1.34415	1.42096	1.44313	1.69408	1.61476	1.4367133333333333	1.58399
BSCL2	4.14784	4.8006	3.57852	5.61482	7.10117	4.57051	4.175653333333334	5.762166666666666
BSDC1	37.6688	36.5804	37.2568	32.2901	31.8988	33.4272	37.16866666666667	32.5387
BSG	304.131	326.683	295.194	260.307	257.764	261.071	308.6693333333333	259.714
BST2	64.8099	63.4213	65.4091	76.8322	80.972	90.6627	64.54676666666667	82.8223
BTAF1	18.2969	17.3751	19.8937	19.5138	19.3886	18.8761	18.5219	19.2595
BTBD1	61.5627	59.062	55.9388	64.0403	61.8995	62.6574	58.854499999999994	62.86573333333334
BTBD10	9.71253	8.6011	8.95528	8.34907	8.40222	8.00761	9.089636666666665	8.252966666666666
BTBD2	13.3499	14.9433	15.9128	21.4321	17.8823	19.6007	14.735333333333335	19.638366666666666
BTBD3	3.22999	3.01912	3.16437	4.41139	4.20775	4.42406	3.1378266666666668	4.347733333333333
BTBD7	3.83216	3.51542	4.25077	4.11356	4.30158	4.12106	3.8661166666666666	4.178733333333334
BTD	7.21958	7.80379	7.75601	7.49994	7.27132	7.61276	7.593126666666667	7.46134
BTF3	904.926	899.55	872.133	735.125	687.055	702.038	892.2030000000001	708.0726666666666
BTF3L4	27.3348	26.5406	25.2208	16.3542	16.7965	17.1847	26.365399999999998	16.778466666666667
BTG1	6.09783	6.96393	5.39501	11.5572	11.7221	11.8076	6.152256666666666	11.695633333333333
BTG2	12.69	13.894	14.2708	15.8053	15.0564	15.3532	13.618266666666665	15.404966666666667
BTG3	18.1454	17.5625	16.6897	19.5238	18.528	18.6267	17.465866666666667	18.892833333333332
BTK	37.5908	36.0995	32.3674	24.9704	25.572	25.8037	35.35256666666667	25.448700000000002
BTN2A1	11.1875	13.2239	13.256	11.2096	11.8229	12.3084	12.5558	11.780299999999999
BTN2A2	3.39127	3.62122	3.7419	6.2471	6.03551	5.88952	3.584796666666666	6.057376666666666
BTN2A3P	1.22577	1.21669	1.05921	1.08854	1.24109	1.22563	1.1672233333333333	1.1850866666666666
BTN3A1	1.06771	1.50602	1.34261	1.15268	1.21042	1.27302	1.3054466666666666	1.21204
BTN3A2	1.2105	1.21514	1.11744	1.59425	1.47127	1.54583	1.1810266666666667	1.5371166666666667
BTNL9	20.4679	20.6964	22.0377	27.0121	27.9383	28.032	21.067333333333334	27.6608
BTRC	3.61044	3.49068	3.89273	4.35519	4.91362	4.51292	3.664616666666667	4.59391
BUB1	48.1997	44.2635	41.704	61.3318	60.8364	61.0862	44.7224	61.0848
BUB1B	32.247	28.1517	30.3316	45.0867	46.8276	44.2583	30.243433333333332	45.39086666666666
BUB3	120.022	123.857	115.126	112.775	113.618	109.439	119.66833333333334	111.944
BUD13	21.6308	21.9614	19.5395	19.8449	20.6315	19.3924	21.043900000000004	19.956266666666664
BUD31	107.808	114.068	101.475	84.8422	80.491	81.3503	107.78366666666666	82.22783333333334
BYSL	24.7639	24.9271	25.7751	32.1231	31.6741	29.2403	25.155366666666666	31.012500000000003
BZRAP1	1.19409	0.96652	1.06939	1.09347	1.39248	1.44991	1.0766666666666669	1.3119533333333333
BZW1	112.524	112.466	106.654	117.414	124.008	115.588	110.548	119.00333333333333
BZW2	133.291	124.428	111.803	107.155	110.296	104.536	123.17399999999999	107.32900000000001
C10orf12	2.42814	1.7705	2.08425	3.14842	3.50526	3.08426	2.0942966666666667	3.24598
C10orf128	16.9126	16.3499	20.5253	18.8105	19.0946	19.7961	17.929266666666667	19.233733333333333
C10orf2	10.6798	9.51615	10.2731	9.82063	9.06634	8.87232	10.15635	9.253096666666666
C10orf32	10.5298	11.1409	8.3882	8.5324	7.0394	6.53713	10.019633333333333	7.369643333333333
C10orf35	6.79924	6.34683	5.37201	3.42399	3.07245	4.10695	6.172693333333334	3.5344633333333335
C10orf54	5.01723	6.48887	7.52745	1.87482	1.92881	2.15936	6.344516666666666	1.9876633333333331
C10orf88	5.23586	5.27696	4.83967	4.70562	4.27417	4.78691	5.117496666666667	4.5889
C10orf95	2.88387	3.3155	3.59278	1.6331	1.9346	1.07276	3.2640499999999997	1.54682
C11orf1	27.6026	27.061	26.1546	17.1832	18.4483	19.4608	26.939400000000003	18.3641
C11orf21	1.19716	0.899755	1.26895	0.941235	0.983434	0.667895	1.121955	0.8641880000000001
C11orf24	67.6567	69.7985	67.6276	43.9003	40.343	45.3338	68.36093333333334	43.192366666666665
C11orf30	3.60965	3.56445	3.63471	5.17047	4.73126	4.70574	3.6029366666666665	4.869156666666666
C11orf31	82.0646	86.0895	75.894	61.3568	54.1876	57.5162	81.34936666666667	57.68686666666667
C11orf49	6.24379	6.5424	7.79677	7.48368	7.23526	7.64995	6.860986666666666	7.456296666666667
C11orf54	12.1461	12.8407	12.4374	7.01341	7.44701	8.17874	12.474733333333333	7.546386666666666
C11orf57	23.1656	23.1767	21.7704	20.9827	20.0652	20.5344	22.704233333333335	20.527433333333335
C11orf58	58.9325	57.3233	54.501	50.7443	49.845	46.088	56.918933333333335	48.89243333333334
C11orf65	1.69338	1.23418	1.34046	0.732468	0.520289	0.658857	1.4226733333333332	0.6372046666666666
C11orf68	24.8637	23.3497	22.7841	22.7446	20.7834	23.6038	23.665833333333335	22.377266666666667
C11orf71	9.12972	7.79649	7.5203	8.81217	8.11228	7.90094	8.148836666666666	8.275129999999999
C11orf72	3.88397	2.98263	4.22823	2.96127	3.35268	3.67042	3.6982766666666667	3.3281233333333335
C11orf73	44.4889	44.0119	39.2026	37.1556	34.9315	33.3669	42.5678	35.151333333333334
C11orf74	19.0307	18.1975	15.0601	10.9579	10.7458	11.0261	17.429433333333332	10.909933333333333
C11orf80	5.90556	6.41151	6.15427	6.92427	7.27897	7.37525	6.157113333333334	7.192830000000001
C11orf84	28.6604	30.911	28.4044	34.8814	33.4293	34.0357	29.325266666666664	34.11546666666666
C11orf95	5.23339	5.65539	5.20435	4.39216	4.61468	4.86202	5.364376666666668	4.622953333333334
C11orf96	1.53297	1.65361	2.53559	5.7961	7.51906	7.08917	1.9073900000000001	6.801443333333332
C11orf98	107.917	108.667	108.261	148.636	133.307	142.543	108.28166666666668	141.49533333333332
C12orf10	1.81269	2.85151	2.07368	2.03227	1.97592	2.42184	2.24596	2.1433433333333336
C12orf29	13.7292	12.3877	12.6099	16.3736	17.1172	17.4184	12.908933333333332	16.969733333333334
C12orf4	8.08336	7.20426	7.36362	7.04819	6.79337	5.98814	7.550413333333334	6.6099000000000006
C12orf40	2.88181	1.92271	2.14225	2.09369	2.85552	2.77018	2.3155900000000003	2.57313
C12orf43	10.5377	10.6083	9.83068	10.9914	10.0109	10.0677	10.325560000000001	10.356666666666667
C12orf45	27.5588	24.4936	24.6482	26.4801	26.9618	23.0815	25.56686666666667	25.507800000000003
C12orf49	6.85437	6.82304	7.02682	5.68307	6.11834	5.97828	6.901409999999999	5.926563333333334
C12orf57	69.9426	80.7978	77.236	56.2069	52.7558	55.3713	75.99213333333334	54.778
C12orf60	1.817	1.33633	1.20943	0.78092	1.08008	0.918773	1.4542533333333332	0.9265909999999998
C12orf65	16.5945	15.9616	15.6122	17.1711	15.99	17.925	16.0561	17.0287
C12orf66	1.7549	1.45702	1.86707	3.03936	2.36551	2.85683	1.6929966666666667	2.7539
C12orf73	12.4222	12.2484	11.2406	10.6845	11.4896	11.9572	11.9704	11.377099999999999
C12orf76	6.25245	6.18859	5.43698	6.5097	7.09415	7.80657	5.95934	7.136806666666666
C14orf1	22.5624	21.1097	19.4174	28.7864	27.6117	27.1955	21.029833333333332	27.86453333333333
C14orf119	20.0875	19.3202	19.33	22.5909	23.2731	21.6144	19.57923333333333	22.492800000000003
C14orf142	16.1646	17.5105	14.9376	10.4434	12.182	12.3238	16.204233333333335	11.649733333333332
C14orf159	4.37501	4.55895	5.47506	5.98205	6.03775	6.51964	4.803006666666666	6.179813333333333
C14orf166	135.558	136.055	128.23	114.198	108.044	112.464	133.28099999999998	111.56866666666667
C14orf169	7.37168	7.79029	7.98903	7.37405	7.0298	6.52997	7.717	6.97794
C14orf2	212.759	217.015	189.52	197.041	198.259	188.754	206.43133333333333	194.68466666666666
C14orf79	1.90139	1.7916	1.62101	2.53064	2.42576	3.05843	1.7713333333333334	2.67161
C14orf80	9.2348	9.94314	9.51506	12.161	11.2019	11.4272	9.564333333333332	11.596699999999998
C14orf93	12.447	13.1562	11.7461	12.394	11.2552	11.9022	12.449766666666667	11.850466666666668
C15orf26	13.9175	13.6206	11.8454	38.3465	36.0573	35.6976	13.127833333333333	36.700466666666664
C15orf39	8.63261	8.81147	9.05313	11.1441	10.0068	9.41272	8.832403333333334	10.187873333333334
C15orf40	15.9436	15.5124	13.1345	11.0453	11.5199	12.0616	14.8635	11.542266666666665
C15orf41	6.92873	6.25881	6.33923	5.21138	6.94073	7.33084	6.508923333333333	6.494316666666667
C15orf57	18.1908	18.0692	16.5152	14.7162	15.2388	16.0329	17.591733333333334	15.329299999999998
C15orf61	7.84147	8.35467	8.97017	7.38181	7.52702	7.60556	8.38877	7.504796666666667
C15orf65	4.89761	4.8607	2.90626	1.88217	2.23916	1.86921	4.221523333333333	1.9968466666666667
C16orf13	86.1768	92.2092	83.3932	95.4465	99.658	94.532	87.25973333333333	96.5455
C16orf45	1.04772	1.07369	0.869173	1.18775	1.19309	1.26166	0.996861	1.2141666666666666
C16orf46	1.21505	1.19169	1.207	1.1856	0.737044	0.589995	1.20458	0.8375463333333334
C16orf52	2.79988	2.64533	3.07826	2.34139	2.66611	2.71262	2.8411566666666666	2.573373333333333
C16orf58	42.3632	42.4009	41.1029	31.9896	31.139	33.9456	41.955666666666666	32.358066666666666
C16orf59	18.0064	17.1707	16.7243	19.2596	16.4647	17.5167	17.300466666666665	17.747
C16orf62	9.92487	9.77476	9.80442	8.92997	8.50143	8.488	9.834683333333333	8.6398
C16orf70	7.34015	7.11519	7.47977	7.88125	7.53938	7.58218	7.311703333333334	7.667603333333333
C16orf72	18.6989	17.0929	16.1429	23.9531	23.9696	25.5315	17.311566666666664	24.484733333333335
C16orf87	6.89343	7.8042	6.8241	8.93635	7.58471	7.91576	7.173909999999999	8.145606666666666
C16orf91	22.0532	23.669	23.0351	23.6229	24.0092	26.0451	22.9191	24.559066666666666
C16orf93	4.00432	3.76244	3.86843	2.39045	2.72555	2.91666	3.8783966666666667	2.6775533333333335
C16orf95	7.86213	8.2334599999999991	6.47001	5.96624	6.38022	6.60742	7.521866666666665	6.31796
C17orf49	37.6656	38.8314	37.7531	29.2918	28.2664	26.5641	38.08336666666667	28.040766666666666
C17orf51	1.66621	1.49331	1.53664	1.09197	1.09451	1.11716	1.5653866666666667	1.1012133333333336
C17orf53	8.19116	8.86091	8.14875	8.04784	8.80391	9.87448	8.400273333333333	8.908743333333334
C17orf58	17.5446	18.2094	15.7524	14.9205	14.8289	13.9499	17.1688	14.566433333333334
C17orf59	4.29255	5.39205	4.41005	4.89287	4.7847	4.93837	4.698216666666666	4.87198
C17orf62	18.652	19.3562	20.648	23.3018	25.8879	25.2068	19.552066666666665	24.798833333333334
C17orf75	6.80259	6.52805	6.15535	5.25824	5.23292	4.94831	6.49533	5.14649
C17orf80	14.3017	13.2557	14.1578	13.5289	13.4154	13.8293	13.905066666666668	13.5912
C17orf85	5.01045	5.03587	5.3213	6.50035	6.66859	6.46893	5.12254	6.545956666666666
C17orf89	82.0043	88.5801	73.4001	90.9224	81.5626	80.2304	81.32816666666668	84.23846666666667
C17orf96	3.29401	4.18149	3.92404	4.22504	4.04635	5.08654	3.799846666666667	4.4526433333333335
C17orf99	4.8498	3.93507	5.39459	8.11671	5.85604	4.71822	4.726486666666666	6.230323333333334
C18orf21	40.3904	42.3647	41.0261	40.3631	36.0107	37.0936	41.2604	37.822466666666664
C18orf25	5.42837	5.80258	5.54846	6.18261	6.23669	6.24196	5.593136666666666	6.22042
C18orf32	15.8904	18.1127	16.8886	13.8362	13.9058	13.6219	16.9639	13.787966666666668
C18orf54	2.22026	1.8646	2.15386	2.47323	2.37258	2.81475	2.0795733333333333	2.5535200000000002
C18orf8	23.7208	23.7156	24.6525	28.4241	29.1144	28.3471	24.029633333333333	28.628533333333333
C19orf12	4.76641	4.55953	4.66434	3.71218	3.8421	3.81235	4.663426666666666	3.788876666666667
C19orf24	48.694	53.8906	51.3785	62.9364	59.8457	63.3665	51.32103333333333	62.04953333333333
C19orf25	14.0407	13.1053	11.7877	20.213	19.7095	19.6627	12.9779	19.861733333333333
C19orf26	1.33226	1.97387	1.92621	2.53345	2.51056	3.01407	1.7441133333333332	2.686026666666667
C19orf43	249.404	276.853	251.522	236.651	210.668	229.567	259.25966666666665	225.62866666666665
