name	logFC	Pval	logPval	FDR
DHX15	0.350886767229995	2.31944659900962e-16	15.634615621861506	2.6252292630684e-15
SIGMAR1	0.3508561618498	8.3372739878109e-8	7.078975926050147	3.96704917509569e-7
PANX1	0.350620231598171	8.78663683645582e-5	4.0561773232041345	2.59849705330437e-4
ARHGEF39	0.350619698493609	1.56686356153858e-4	3.804968819134922	4.45333821769837e-4
NME4	0.35061525957668	6.6138954695858e-11	10.179542673247658	4.50215631822908e-10
DHX30	0.350434721553058	3.55046343836398e-12	11.449714955230002	2.73402836751313e-11
DYRK3	0.350242987604241	1.50048930664452e-5	4.823767095262005	5.02650778590128e-5
RABGAP1L	0.35023963012103	1.61871328191511e-7	6.790830069782403	7.4079985721677e-7
CCDC138	0.350077934960856	8.58043809297553e-6	5.066490537733504	3.0015841229414e-5
GLUD2	0.350045434379984	0.00473334107047499	2.324832200436216	0.00986482327261339
MAGI1	0.349985657657765	1.58737883837561e-5	4.799319413647342	5.29163165222178e-5
PPP2R5A	0.349736347715364	5.22884634118214e-8	7.2815941204876555	2.55929817845783e-7
CCNG1	0.349392205703433	3.0531538747923698e-16	15.515251307300025	3.4232548251482e-15
CTSL	0.349323197851193	2.09020938835982e-8	7.679810205920386	1.08409775435322e-7
JHDM1D-AS1	0.349284996856668	0.00148179673954179	2.829211365148538	0.00345824890604629
CCDC150	0.349070677711524	0.00173661807687306	2.760295682614641	0.00399351173051549
ZBED4	0.348769388917291	3.22321248619918e-7	6.491711063230469	1.41537209449077e-6
TAF2	0.348768543879499	2.90562017506623e-9	8.536761157640866	1.6472644549101e-8
MEIS2	0.348415650165987	1.45025953001093e-6	5.838554271995473	5.75291669225406e-6
UGCG	0.348395742086414	2.21791135098947e-6	5.654055816412963	8.54293361291312e-6
SELENOT	0.348212342119816	1.10133341167934e-8	7.958081185176732	5.85175152738956e-8
JUP	0.348080960988379	3.54970206807798e-14	13.449808096415193	3.28966575378855e-13
TOPORS	0.34774287412653	1.5721249605981e-5	4.8035129369598835	5.24443778275557e-5
CCDC6	0.347677432717461	1.14897229412682e-8	7.9396904435944915	6.09133648615792e-8
CD47	0.347570421354046	2.26113572063494e-7	6.6456733691213214	1.01148278915587e-6
CREB3	0.347417119138363	2.25864106360274e-4	3.646152780360001	6.23424044222126e-4
POLE4	0.346859649620867	2.91501982011986e-4	3.5353584879926436	7.88663353879106e-4
RIPOR1	0.34678827702869103	8.11692104918703e-4	3.090608678262187	0.00199717604616477
PBK	0.346544332209825	8.03823460865413e-9	8.094839322384221	4.3556756825591e-8
JAG2	0.346248974254895	9.73399199663109e-4	3.011709015172889	0.00235268889198331
CCDC88A	0.346137892999885	7.9842561737703e-10	9.097765537217926	4.84219569092829e-9
PNMA1	0.345995445302925	1.06507205607325e-6	5.972621009599503	4.29985189712307e-6
FAM13B	0.345991324061227	9.2716805532223e-8	7.032841539982636	4.38981944609e-7
VOPP1	0.345975462640236	4.64365286585992e-6	5.333140253204849	1.69900137754722e-5
KANK2	0.345598521717973	5.80857969632602e-5	4.235930047550322	1.76977560419439e-4
COQ9	0.345586119377005	6.31197631571639e-8	7.199834639388778	3.0519586189844e-7
SEC31A	0.345554232636855	1.20646663458454e-12	11.918484684212045	9.78680822151527e-12
MTERF2	0.345507241555922	1.21592768587865e-5	4.915092252824576	4.14438075115588e-5
SLC6A6	0.345290302116066	2.23063399057678e-9	8.651571684271566	1.27823747668522e-8
SPHK1	0.345251602866065	1.73246951819631e-5	4.761334397810296	5.73135194466604e-5
SH3BGRL2	0.344686829438794	1.42073263718066e-4	3.8474876427776583	4.0657950155583e-4
ABCA7	0.344604130525387	1.74100124222405e-8	7.75920091900854	9.06913718988605e-8
C14orf159	0.344294315052968	0.0016986243982588	2.7699026422004667	0.00391461295058969
RNASEH2C	0.344181750211044	2.82169501040878e-7	6.549489929793088	1.24822807953513e-6
TRRAP	0.344029214138993	6.67738626862286e-11	10.17539350028602	4.54214240918272e-10
SEC13	0.343946342992788	5.87719344120079e-14	13.230830014736766	5.3634998159966e-13
ATP6V1A	0.343809106952341	8.32578894132624e-8	7.079574602670857	3.9635562685338e-7
RAVER1	0.343689996665535	1.43090451976255e-7	6.84438934452373	6.60162606223299e-7
KPNA6	0.343587072037417	1.30093391365603e-10	9.885744764670923	8.61643486856393e-10
PEX6	0.343511286442194	2.08672088712931e-4	3.680535636840637	5.79146795255506e-4
REPIN1	0.343419451603802	7.67609143225365e-11	10.114859860892437	5.18827833625964e-10
